Chromosome,Start,End,Name,Start_b,End_b,Name_b,Strand,Distance
chr10,39957008,39961149,1193,39960153,39962153,G630090E17Rik,-,0
chr10,40062098,40063870,1194,40025268,40027268,AI317395,-,34831
chr10,40075607,40078179,1195,40025268,40027268,AI317395,-,48340
chr10,40137635,40142970,1196,40142254,40144254,Slc16a10,-,0
chr10,40245653,40247700,1197,40247039,40249039,Rpf2,-,0
chr10,40256329,40259824,1198,40257665,40259665,Gtf3c6,-,0
chr10,40299234,40303369,1199,40302186,40304186,Amd2,-,0
chr10,40347962,40351559,1200,40347308,40349308,Cdk19,+,0
chr10,40442514,40445271,1201,40347308,40349308,Cdk19,+,93207
chr10,40475783,40478162,1202,40568362,40570362,Slc22a16,+,90201
chr10,40881068,40884814,1203,40881534,40883534,Wasf1,+,0
chr10,41301763,41304616,1204,41303241,41305241,Fig4,-,0
chr10,41449200,41452365,1205,41448396,41450396,Zbtb24,+,0
chr10,41473439,41480225,1206,41474314,41476314,Mical1,+,0
chr10,41487878,41491957,1207,41488439,41490439,Ppil6,+,0
chr10,41517540,41522781,1208,41517500,41519500,Cd164,+,0
chr10,41551606,41554220,1209,41566016,41568016,5730435O14Rik,+,11797
chr10,41603709,41606063,1210,41587753,41589753,Ccdc162,-,13957
chr10,41808516,41814452,1211,41808574,41810574,Sesn1,+,0
chr10,41886545,41892150,1212,41809868,41811868,Cep57l1,-,74678
chr10,41895693,41897838,1213,41809868,41811868,Cep57l1,-,83826
chr10,41909440,41911620,1214,41809868,41811868,Cep57l1,-,97573
chr10,41928490,41929922,1215,42018382,42020382,Armc2,-,88461
chr10,41934047,41935969,1216,42018382,42020382,Armc2,-,82414
chr10,41956630,41960488,1217,42018382,42020382,Armc2,-,57895
chr10,42081553,42083515,1218,42018382,42020382,Armc2,-,61172
chr10,42088542,42090124,1219,42018382,42020382,Armc2,-,68161
chr10,42201400,42204137,1220,42276742,42278742,Foxo3,-,72606
chr10,42273365,42279024,1221,42276742,42278742,Foxo3,-,0
chr10,42477334,42479636,1222,42478565,42480565,Lace1,-,0
chr10,42500920,42504632,1223,42500054,42502054,Snx3,+,0
chr10,42522494,42524232,1224,42500054,42502054,Snx3,+,20441
chr10,42678308,42680806,1225,42676916,42678916,Ostm1,+,0
chr10,42696966,42699785,1226,42676916,42678916,Ostm1,+,18051
chr10,42714319,42716189,1227,42676916,42678916,Ostm1,+,35404
chr10,42722692,42724988,1228,42759496,42761496,Sec63,+,34509
chr10,42760375,42765519,1229,42759496,42761496,Sec63,+,0
chr10,42828420,42832379,1230,42858512,42860512,Scml4,+,26134
chr10,42847686,42849485,1231,42858512,42860512,Scml4,+,9028
chr10,42859750,42864734,1232,42858512,42860512,Scml4,+,0
chr10,42939376,42945172,1233,42858512,42860512,Scml4,+,78865
chr10,43172845,43175311,1234,43172704,43174704,9030612E09Rik,+,0
chr10,43219645,43223522,1235,43219486,43221486,Pdss2,+,0
chr10,43244548,43246658,1236,43219486,43221486,Pdss2,+,23063
chr10,43251790,43253958,1237,43219486,43221486,Pdss2,+,30305
chr10,43270464,43272991,1238,43219486,43221486,Pdss2,+,48979
chr10,43310263,43314013,1239,43219486,43221486,Pdss2,+,88778
chr10,43378129,43380028,1240,43477140,43479140,Bend3,+,97113
chr10,43440226,43442146,1241,43477140,43479140,Bend3,+,34995
chr10,43476982,43481027,1242,43477140,43479140,Bend3,+,0
chr10,43489868,43491611,1243,43477140,43479140,Bend3,+,10729
chr10,43516383,43520367,1244,43540994,43542994,1700021F05Rik,-,20628
chr10,43538653,43541742,1245,43540994,43542994,1700021F05Rik,-,0
chr10,43577401,43581650,1246,43577169,43579169,Cd24a,+,0
chr10,43722656,43724221,1247,43744158,43746158,1700027J07Rik,+,19938
chr10,43900471,43903638,1248,43899807,43901807,Rtn4ip1,+,0
chr10,43982947,43984681,1249,44004846,44006846,Aim1,-,20166
chr10,44000283,44006997,1250,44004846,44006846,Aim1,-,0
chr10,44037434,44038908,1251,44004846,44006846,Aim1,-,30589
chr10,44266642,44270335,1252,44266358,44268358,Atg5,+,0
chr10,44426264,44429046,1253,44458687,44460687,Prdm1,-,29642
chr10,44444828,44449807,1254,44458687,44460687,Prdm1,-,8881
chr10,44456760,44459930,1255,44458687,44460687,Prdm1,-,0
chr10,44528934,44530633,1256,44458687,44460687,Prdm1,-,68248
chr10,44999952,45001720,1257,45065214,45067214,Prep,+,63495
chr10,45017175,45020522,1258,45065214,45067214,Prep,+,44693
chr10,45047298,45049430,1259,45065214,45067214,Prep,+,15785
chr10,45066129,45068971,1260,45065214,45067214,Prep,+,0
chr10,45577504,45579198,1261,45575829,45577829,Hace1,+,0
chr10,45600636,45603470,1262,45575829,45577829,Hace1,+,22808
chr10,47453576,47455217,1263,46242749,46244749,Snord14c,+,1208828
chr10,50591271,50594260,1264,50590669,50592669,Ascc3,+,0
chr10,52144185,52144784,1265,52195244,52197244,Ros1,-,50461
chr10,52231001,52236258,1266,52231619,52233619,Dcbld1,+,0
chr10,52379821,52383725,1267,52382124,52384124,Gopc,-,0
chr10,52416468,52422043,1268,52415547,52417547,Nus1,+,0
chr10,53595742,53599185,1269,53594961,53596961,Asf1a,+,0
chr10,53628020,53630845,1270,53630439,53632439,Mcm9,-,0
chr10,54071433,54077720,1271,54073922,54075922,Gm16998,+,0
chr10,54117432,54119062,1272,54075796,54077796,Man1a,-,39637
chr10,54160150,54162385,1273,54075796,54077796,Man1a,-,82355
chr10,56227753,56229778,1274,56228689,56230689,D630037F22Rik,-,0
chr10,57485729,57488359,1275,57484385,57486385,Hsf2,+,0
chr10,57531020,57532847,1276,57532529,57534529,Serinc1,-,0
chr10,57793514,57796639,1277,57792544,57794544,Smpdl3a,+,0
chr10,58221218,58228897,1278,58232675,58234675,Dux,-,3779
chr10,58228953,58234388,1279,58232675,58234675,Dux,-,0
chr10,58237796,58240107,1280,58236660,58238660,Gm4981,-,0
chr10,58254581,58259297,1281,58253526,58255526,Gcc2,+,0
chr10,58322330,58324974,1282,58321466,58323466,Lims1,+,0
chr10,58370375,58372318,1283,58321466,58323466,Lims1,+,46910
chr10,58445364,58449020,1284,58444852,58446852,Ranbp2,+,0
chr10,58496626,58499453,1285,58495937,58497937,Ccdc138,+,0
chr10,59220642,59225930,1286,59219922,59221922,Sowahc,+,0
chr10,59240059,59242375,1287,59221847,59223847,10-Sep,-,16213
chr10,59276799,59278293,1288,59321296,59323296,P4ha1,+,43004
chr10,59322348,59324706,1289,59321296,59323296,P4ha1,+,0
chr10,59381771,59383101,1290,59401685,59403685,Pla2g12b,+,18585
chr10,59402457,59407474,1291,59401685,59403685,Pla2g12b,+,0
chr10,59569208,59571853,1292,59616692,59618692,Ccdc109a,-,44840
chr10,59574811,59580611,1293,59616692,59618692,Ccdc109a,-,36082
chr10,59599678,59601348,1294,59616692,59618692,Ccdc109a,-,15345
chr10,59612537,59617669,1295,59616692,59618692,Ccdc109a,-,0
chr10,59627206,59630816,1296,59616692,59618692,Ccdc109a,-,8515
chr10,59635639,59638685,1297,59616692,59618692,Ccdc109a,-,16948
chr10,59666582,59668360,1298,59700635,59702635,Micu1,+,32276
chr10,59678394,59681075,1299,59700635,59702635,Micu1,+,19561
chr10,59701760,59705404,1300,59700635,59702635,Micu1,+,0
chr10,59745914,59749405,1301,59700635,59702635,Micu1,+,43280
chr10,59878586,59883579,1302,59877591,59879591,Dnajb12,+,0
chr10,59897997,59901108,1303,59877591,59879591,Dnajb12,+,18407
chr10,59910530,59912490,1304,59877591,59879591,Dnajb12,+,30940
chr10,59919085,59922162,1305,59951770,59953770,Ddit4,-,29609
chr10,59942427,59944330,1306,59951770,59953770,Ddit4,-,7441
chr10,59947744,59953062,1307,59951770,59953770,Ddit4,-,0
chr10,59969493,59972278,1308,59951770,59953770,Ddit4,-,15724
chr10,59977915,59980436,1309,60000805,60002805,Ascc1,+,20370
chr10,60001007,60004574,1310,60000805,60002805,Ascc1,+,0
chr10,60026512,60029678,1311,60003112,60005112,Anapc16,-,21401
chr10,60277218,60280007,1312,60275628,60277628,Psap,+,0
chr10,60346288,60347779,1313,60344851,60346851,4632428N05Rik,+,0
chr10,60350350,60351777,1314,60344851,60346851,4632428N05Rik,+,3500
chr10,60445532,60446148,1315,60397726,60399726,Gm17455,+,45807
chr10,60751511,60753517,1316,60752782,60754782,Slc29a3,-,0
chr10,60767052,60769579,1317,60752782,60754782,Slc29a3,-,12271
chr10,60815218,60817391,1318,60831581,60833581,Unc5b,-,14191
chr10,60828684,60832977,1319,60831581,60833581,Unc5b,-,0
chr10,60862087,60863483,1320,60831581,60833581,Unc5b,-,28507
chr10,61079803,61082032,1321,61087343,61089343,Pcbd1,+,5312
chr10,61088965,61091129,1322,61087343,61089343,Pcbd1,+,0
chr10,61119994,61125627,1323,61147665,61149665,Sgpl1,-,22039
chr10,61142965,61150245,1324,61147665,61149665,Sgpl1,-,0
chr10,61373729,61374483,1325,61383523,61385523,X99384,-,9041
chr10,61382234,61384041,1326,61383523,61385523,X99384,-,0
chr10,61425839,61427899,1327,61415972,61417972,Nodal,+,7868
chr10,61450349,61453119,1328,61452669,61454669,Eif4ebp2,-,0
chr10,61475192,61477169,1329,61473833,61475833,Lrrc20,+,0
chr10,61646001,61651893,1330,61646621,61648621,Ppa1,+,0
chr10,61656252,61658926,1331,61646621,61648621,Ppa1,+,7632
chr10,61678933,61682153,1332,61678321,61680321,Sar1a,+,0
chr10,61694663,61698305,1333,61693514,61695514,Tysnd1,+,0
chr10,61714278,61716225,1334,61713263,61715263,Aifm2,+,0
chr10,62109933,62111424,1335,62111013,62113013,2010107G23Rik,-,0
chr10,62216078,62224020,1336,62231218,62233218,Tspan15,-,7199
chr10,62227288,62231972,1337,62231218,62233218,Tspan15,-,0
chr10,62339348,62341329,1338,62338607,62340607,2210417K05Rik,+,0
chr10,62412173,62416876,1339,62422457,62424457,Hkdc1,-,5582
chr10,62418478,62423373,1340,62422457,62424457,Hkdc1,-,0
chr10,62447440,62450909,1341,62447160,62449160,4930507D05Rik,+,0
chr10,62482406,62488173,1342,62486805,62488805,Vps26a,-,0
chr10,62576552,62579186,1343,62578457,62580457,2510003E04Rik,-,0
chr10,62600126,62604023,1344,62602298,62604298,Ddx21,-,0
chr10,62648697,62652395,1345,62651198,62653198,Ddx50,-,0
chr10,62790783,62793551,1346,62792368,62794368,Ccar1,-,0
chr10,62885793,62887480,1347,62880014,62882014,Tet1,-,3780
chr10,62919421,62921846,1348,62918633,62920633,Slc25a16,+,0
chr10,62946247,62948288,1349,62945029,62947029,Dna2,+,0
chr10,62979720,62981539,1350,62978223,62980223,Rufy2,+,0
chr10,63020210,63025410,1351,63022512,63024512,Pbld2,+,0
chr10,63038139,63040806,1352,63023849,63025849,Hnrnph3,-,12291
chr10,63059635,63063273,1353,63059617,63061617,Pbld1,+,0
chr10,63154086,63159423,1354,63203952,63205952,Mypn,-,44530
chr10,63242390,63245828,1355,63241797,63243797,Herc4,+,0
chr10,63336605,63340486,1356,63339035,63341035,Sirt1,-,0
chr10,63381094,63383149,1357,63380443,63382443,Dnajc12,+,0
chr10,63385849,63387630,1358,63380443,63382443,Dnajc12,+,3407
chr10,63428387,63430759,1359,63428098,63430098,Ctnna3,+,0
chr10,66909918,66912147,1360,67096988,67098988,Reep3,-,184842
chr10,66919069,66923190,1361,67096988,67098988,Reep3,-,173799
chr10,66927250,66929547,1362,67096988,67098988,Reep3,-,167442
chr10,67002442,67005746,1363,67096988,67098988,Reep3,-,91243
chr10,67024909,67028171,1364,67096988,67098988,Reep3,-,68818
chr10,67039568,67041677,1365,67096988,67098988,Reep3,-,55312
chr10,67093445,67101958,1366,67096988,67098988,Reep3,-,0
chr10,67125976,67128194,1367,67125258,67127258,Jmjd1c,+,0
chr10,67175287,67178041,1368,67125258,67127258,Jmjd1c,+,48030
chr10,67184247,67188775,1369,67125258,67127258,Jmjd1c,+,56990
chr10,67282930,67286244,1370,67285281,67287281,Nrbf2,-,0
chr10,67535579,67539002,1371,67535869,67537869,Egr2,+,0
chr10,67547299,67550251,1372,67548955,67550955,Ado,-,0
chr10,67979018,67980381,1373,67977598,67979598,Rtkn2,+,0
chr10,68126066,68128159,1374,67977598,67979598,Rtkn2,+,146469
chr10,68135393,68137488,1375,68278726,68280726,Arid5b,-,141239
chr10,68229548,68232426,1376,68278726,68280726,Arid5b,-,46301
chr10,68275002,68280819,1377,68278726,68280726,Arid5b,-,0
chr10,68354447,68357258,1378,68321142,68323142,4930545H06Rik,-,31306
chr10,68434142,68435524,1379,68541875,68543875,1700040L02Rik,-,106352
chr10,68540613,68542428,1380,68541875,68543875,1700040L02Rik,-,0
chr10,69211998,69214224,1381,69206552,69208552,Rhobtb1,+,3447
chr10,69320987,69322319,1382,69352912,69354912,Cdk1,-,30594
chr10,69350140,69353763,1383,69352912,69354912,Cdk1,-,0
chr10,69398382,69400188,1384,69352912,69354912,Cdk1,-,43471
chr10,69871534,69873429,1385,70095121,70097121,Ccdc6,+,221693
chr10,69923171,69929376,1386,70095121,70097121,Ccdc6,+,165746
chr10,70094516,70099549,1387,70095121,70097121,Ccdc6,+,0
chr10,70108441,70110249,1388,70095121,70097121,Ccdc6,+,11321
chr10,70118981,70122215,1389,70095121,70097121,Ccdc6,+,21861
chr10,71235318,71238894,1390,71238044,71240044,Tfam,-,0
chr10,71283919,71285953,1391,71285262,71287262,Ube2d1,-,0
chr10,71336872,71341288,1392,71344849,71346849,Cisd1,-,3562
chr10,71343816,71345030,1393,71344849,71346849,Cisd1,-,0
chr10,71346936,71351921,1394,71345793,71347793,Ipmk,+,0
chr10,71367836,71370640,1395,71345793,71347793,Ipmk,+,20044
chr10,71374705,71377540,1396,71345793,71347793,Ipmk,+,26913
chr10,71381158,71384864,1397,71345793,71347793,Ipmk,+,33366
chr10,71390623,71392899,1398,71345793,71347793,Ipmk,+,42831
chr10,71397382,71400736,1399,71345793,71347793,Ipmk,+,49590
chr10,72293038,72293629,1400,71980690,71982690,1700049L16Rik,-,310349
chr10,72654084,72656115,1401,72652895,72654895,Zwint,+,0
chr10,73379123,73379290,1402,73086705,73088705,A330049N07Rik,-,290419
chr10,75059438,75064980,1403,75058896,75060896,Bcr,+,0
chr10,75129483,75133939,1404,75058896,75060896,Bcr,+,68588
chr10,75205473,75208285,1405,75210073,75212073,Specc1l,+,1789
chr10,75210006,75215339,1406,75210073,75212073,Specc1l,+,0
chr10,75220154,75225652,1407,75210073,75212073,Specc1l,+,8082
chr10,75228743,75232779,1408,75210073,75212073,Specc1l,+,16671
chr10,75303416,75305104,1409,75314943,75316943,Adora2a,+,9840
chr10,75316038,75318095,1410,75314943,75316943,Adora2a,+,0
chr10,75411025,75413490,1411,75405034,75407034,Upb1,+,3992
chr10,75428363,75430374,1412,75447510,75449510,4933407G14Rik,+,17137
chr10,75440714,75443057,1413,75447510,75449510,4933407G14Rik,+,4454
chr10,75499045,75501327,1414,75516042,75518042,Snrpd3,+,14716
chr10,75504030,75506914,1415,75516042,75518042,Snrpd3,+,9129
chr10,75511635,75519059,1416,75516042,75518042,Snrpd3,+,0
chr10,75547589,75549902,1417,75560330,75562330,AI646023,-,10429
chr10,75563446,75566959,1418,75560330,75562330,AI646023,-,1117
chr10,75641588,75645403,1419,75644008,75646008,Susd2,-,0
chr10,75666215,75668681,1420,75644008,75646008,Susd2,-,20208
chr10,75762206,75765626,1421,75764357,75766357,Cabin1,-,0
chr10,75772060,75774028,1422,75773374,75775374,Ddt,-,0
chr10,75779220,75781999,1423,75781414,75783414,Gstt3,-,0
chr10,75796694,75799006,1424,75798584,75800584,Gstt1,-,0
chr10,75833134,75838243,1425,75834881,75836881,Gstt2,-,0
chr10,75858834,75860593,1426,75860250,75862250,Mif,-,0
chr10,75920011,75923681,1427,75921614,75923614,Smarcb1,-,0
chr10,75935170,75937739,1428,75933573,75935573,Chchd10,+,0
chr10,76031536,76034105,1429,76030612,76032612,Zfp280b,+,0
chr10,76066916,76068868,1430,76030612,76032612,Zfp280b,+,34305
chr10,76096348,76098251,1431,76111018,76113018,Slc5a4b,-,12768
chr10,76125994,76127780,1432,76111018,76113018,Slc5a4b,-,12977
chr10,76146312,76148624,1433,76145451,76147451,Slc5a4a,+,0
chr10,76236831,76238684,1434,76237865,76239865,Prmt2,-,0
chr10,76342800,76347068,1435,76345291,76347291,Dip2a,-,0
chr10,76441084,76444082,1436,76442912,76444912,Pcnt,-,0
chr10,76467212,76469903,1437,76466971,76468971,Mcm3ap,+,0
chr10,76530334,76533272,1438,76529627,76531627,Lss,+,0
chr10,77032191,77035819,1439,77030739,77032739,Slc19a1,+,0
chr10,77258459,77260863,1440,77257300,77259300,Pofut2,+,0
chr10,77417260,77419068,1441,77416376,77418376,Gm17769,+,0
chr10,77508602,77511260,1442,77515813,77517813,1810008A18Rik,-,4554
chr10,77514161,77518085,1443,77515813,77517813,1810008A18Rik,-,0
chr10,77568586,77570932,1444,77579767,77581767,Pttg1ip,+,8836
chr10,77580687,77584669,1445,77579767,77581767,Pttg1ip,+,0
chr10,77605159,77608386,1446,77604234,77606234,Sumo3,+,0
chr10,77612615,77614383,1447,77620321,77622321,Ube2g2,+,5939
chr10,77621212,77625347,1448,77620321,77622321,Ube2g2,+,0
chr10,77901613,77902923,1449,77902536,77904536,Lrrc3,-,0
chr10,78007886,78011127,1450,78009796,78011796,Pfkl,-,0
chr10,78068478,78070666,1451,78067368,78069368,Icosl,+,0
chr10,78133870,78136572,1452,78169768,78171768,D10Jhu81e,-,33197
chr10,78142962,78146225,1453,78169768,78171768,D10Jhu81e,-,23544
chr10,78158899,78160401,1454,78169768,78171768,D10Jhu81e,-,9368
chr10,78168295,78171620,1455,78169768,78171768,D10Jhu81e,-,0
chr10,78183795,78185952,1456,78185149,78187149,Pwp2,-,0
chr10,78227120,78229923,1457,78244642,78246642,Trappc10,-,14720
chr10,78242422,78245811,1458,78244642,78246642,Trappc10,-,0
chr10,78323574,78326502,1459,78351700,78353700,Agpat3,-,25199
chr10,78349651,78353085,1460,78351700,78353700,Agpat3,-,0
chr10,78411017,78413460,1461,78413043,78415043,Rrp1,-,0
chr10,78424889,78426847,1462,78423670,78425670,Cstb,+,0
chr10,78461571,78465303,1463,78464948,78466948,Pdxk,-,0
chr10,78481332,78483901,1464,78464948,78466948,Pdxk,-,14385
chr10,78573324,78578117,1465,78572500,78574500,Ilvbl,+,0
chr10,78590626,78595780,1466,78591964,78593964,Syde1,-,0
chr10,79096292,79098217,1467,79097600,79099600,2610008E11Rik,-,0
chr10,79416472,79417931,1468,79466958,79468958,Vmn2r83,+,49028
chr10,79529866,79535332,1469,79533787,79535787,Ppap2c,-,0
chr10,79542564,79545492,1470,79533787,79535787,Ppap2c,-,6778
chr10,79553256,79555550,1471,79555091,79557091,Mier2,-,0
chr10,79668558,79670633,1472,79667410,79669410,Gm16517,+,0
chr10,79680450,79685076,1473,79680195,79682195,Cdc34,+,0
chr10,79694596,79699017,1474,79702358,79704358,Bsg,+,3342
chr10,79703610,79709454,1475,79702358,79704358,Bsg,+,0
chr10,79745037,79747461,1476,79746581,79748581,Polrmt,-,0
chr10,79763611,79768356,1477,79766952,79768952,Rnf126,-,0
chr10,79780468,79781917,1478,79775274,79777274,Fstl3,+,3195
chr10,79792823,79794462,1479,79791572,79793572,Palm,+,0
chr10,79820201,79828783,1480,79819021,79821021,9130017N09Rik,+,0
chr10,79840494,79841988,1481,79852605,79854605,Ptbp1,+,10618
chr10,79851081,79859420,1482,79852605,79854605,Ptbp1,+,0
chr10,79907672,79910321,1483,79908938,79910938,Med16,-,0
chr10,79914016,79917814,1484,79914971,79916971,Kiss1r,+,0
chr10,79925863,79928592,1485,79925072,79927072,Arid3a,+,0
chr10,79935983,79937898,1486,79925072,79927072,Arid3a,+,8912
chr10,79959312,79961990,1487,79958152,79960152,Wdr18,+,0
chr10,79982171,79987526,1488,79984330,79986330,ORF61,-,0
chr10,79996065,79998396,1489,79995615,79997615,Abca7,+,0
chr10,80031678,80036243,1490,80039659,80041659,Polr2e,-,3417
chr10,80037680,80040032,1491,80039659,80041659,Polr2e,-,0
chr10,80052858,80058554,1492,80051510,80053510,Gpx4,+,0
chr10,80074546,80076120,1493,80051510,80053510,Gpx4,+,21037
chr10,80096601,80103304,1494,80102702,80104702,Sbno2,-,0
chr10,80112910,80120372,1495,80114536,80116536,Stk11,+,0
chr10,80140405,80143972,1496,80139367,80141367,Dos,-,0
chr10,80145515,80153648,1497,80146290,80148290,Midn,+,0
chr10,80157169,80161844,1498,80165841,80167841,Cirbp,+,3998
chr10,80164255,80169921,1499,80165841,80167841,Cirbp,+,0
chr10,80172057,80174136,1500,80170944,80172944,1600002K03Rik,+,0
chr10,80225833,80228515,1501,80224598,80226598,Mum1,+,0
chr10,80248405,80251421,1502,80247452,80249452,Ndufs7,+,0
chr10,80263594,80269566,1503,80262991,80264991,Dazap1,+,0
chr10,80280319,80283899,1504,80290431,80292431,Rps15,+,6533
chr10,80291678,80294847,1505,80290431,80292431,Rps15,+,0
