Chromosome,Start,End,Name,Start_b,End_b,Name_b,Score,Strand,Distance
chr12,8377461,8381513,3576,8311433,8313433,Hs1bp3,.,+,64029
chr12,8495636,8501200,3577,8499985,8501985,Rhob,.,-,0
chr12,8509360,8513279,3578,8499985,8501985,Rhob,.,-,7376
chr12,8535728,8540688,3579,8499985,8501985,Rhob,.,-,33744
chr12,8554059,8557030,3580,8599066,8601066,Slc7a15,.,-,42037
chr12,8583920,8586059,3581,8599066,8601066,Slc7a15,.,-,13008
chr12,8640044,8642286,3582,8672134,8674134,Pum2,.,+,29849
chr12,8673183,8677019,3583,8672134,8674134,Pum2,.,+,0
chr12,8757760,8761943,3584,8769396,8771396,Sdc1,.,+,7454
chr12,8770192,8774641,3585,8769396,8771396,Sdc1,.,+,0
chr12,8810113,8813307,3586,8769396,8771396,Sdc1,.,+,38718
chr12,8864380,8865435,3587,8919307,8921307,Laptm4a,.,+,53873
chr12,8876732,8877835,3588,8919307,8921307,Laptm4a,.,+,41473
chr12,8881303,8882584,3589,8919307,8921307,Laptm4a,.,+,36724
chr12,8921048,8924105,3590,8919307,8921307,Laptm4a,.,+,0
chr12,9029348,9031516,3591,9027997,9029997,Ttc32,.,+,0
chr12,10390405,10393375,3592,10388780,10390780,Rdh14,.,+,0
chr12,10693793,10694085,3593,10388780,10390780,Rdh14,.,+,303014
chr12,11264786,11268812,3594,11263886,11265886,Smc6,.,+,0
chr12,12512983,12513913,3595,12392475,12394475,4921511I17Rik,.,-,118509
chr12,12787327,12788343,3596,12941836,12943836,Mycn,.,-,153494
chr12,13216128,13219616,3597,13249174,13251174,Ddx1,.,-,29559
chr12,13248025,13249922,3598,13249174,13251174,Ddx1,.,-,0
chr12,13268406,13271084,3599,13267127,13269127,Nbas,.,+,0
chr12,14148640,14153387,3600,14152038,14154038,Fam84a,.,-,0
chr12,14298773,14305765,3601,14259534,14261534,Gm16497,.,+,37240
chr12,15253282,15253730,3602,15050389,15052389,4930448C13Rik,.,-,200894
chr12,15973476,15974386,3603,15816785,15818785,Trib2,.,-,154692
chr12,16747489,16748269,3604,16800886,16802886,Greb1,.,-,52618
chr12,16830641,16832586,3605,16808965,16810965,E2f6,.,+,19677
chr12,16839735,16842487,3606,16808965,16810965,E2f6,.,+,28771
chr12,16874237,16876002,3607,16892978,16894978,Rock2,.,+,16977
chr12,16892521,16898150,3608,16892978,16894978,Rock2,.,+,0
chr12,16919296,16922571,3609,16892978,16894978,Rock2,.,+,24319
chr12,17265834,17267975,3610,17264595,17266595,Pdia6,.,+,0
chr12,17347357,17349190,3611,17346493,17348493,Nol10,.,+,0
chr12,17491336,17495041,3612,17542873,17544873,Odc1,.,+,47833
chr12,17504838,17508752,3613,17542873,17544873,Odc1,.,+,34122
chr12,17543836,17547345,3614,17542873,17544873,Odc1,.,+,0
chr12,17594102,17596344,3615,17542873,17544873,Odc1,.,+,49230
chr12,17689010,17693626,3616,17688814,17690814,Hpcal1,.,+,0
chr12,17748501,17751554,3617,17688814,17690814,Hpcal1,.,+,57688
chr12,17881104,17882913,3618,17688814,17690814,Hpcal1,.,+,190291
chr12,20227091,20227669,3619,20815779,20817779,1700030C10Rik,.,-,588111
chr12,20231937,20232751,3620,20815779,20817779,1700030C10Rik,.,-,583029
chr12,20920228,20921912,3621,20815779,20817779,1700030C10Rik,.,-,102450
chr12,21111006,21113599,3622,21109756,21111756,Asap2,.,+,0
chr12,21133169,21136339,3623,21109756,21111756,Asap2,.,+,21414
chr12,21136399,21137349,3624,21109756,21111756,Asap2,.,+,24644
chr12,21142811,21143225,3625,21109756,21111756,Asap2,.,+,31056
chr12,21144453,21145511,3626,21109756,21111756,Asap2,.,+,32698
chr12,21209490,21210470,3627,21284297,21286297,Cpsf3,.,+,73828
chr12,21285464,21287960,3628,21284297,21286297,Cpsf3,.,+,0
chr12,21315838,21317696,3629,21314392,21316392,Iah1,.,+,0
chr12,21372225,21374745,3630,21373591,21375591,Adam17,.,-,0
chr12,21414869,21419310,3631,21417436,21419436,Ywhaq,.,-,0
chr12,21425314,21427829,3632,21417436,21419436,Ywhaq,.,-,5879
chr12,21436321,21437410,3633,21417436,21419436,Ywhaq,.,-,16886
chr12,21461268,21463712,3634,21417436,21419436,Ywhaq,.,-,41833
chr12,24498039,24499664,3635,24496581,24498581,Taf1b,.,+,0
chr12,24650305,24652814,3636,24649371,24651371,Klf11,.,+,0
chr12,24707469,24709399,3637,24706254,24708254,Rrm2,.,+,0
chr12,24888860,24891343,3638,24829599,24831599,Mboat2,.,+,57262
chr12,24974155,24975971,3639,24972932,24974932,Kidins220,.,+,0
chr12,25096172,25098935,3640,25096092,25098092,Id2,.,-,0
chr12,25098941,25101267,3641,25096092,25098092,Id2,.,-,850
chr12,25116936,25119326,3642,25127174,25129174,Gm17746,.,+,7849
chr12,25902773,25903689,3643,26209267,26211267,4930480M12Rik,.,+,305579
chr12,26468496,26474878,3644,26467215,26469215,Cmpk2,.,+,0
chr12,26530400,26533119,3645,26467215,26469215,Cmpk2,.,+,61186
chr12,27083501,27086202,3646,27114995,27116995,Gm20187,.,-,28794
chr12,28634305,28636686,3647,28635953,28637953,Rps7,.,-,0
chr12,28648979,28651191,3648,28647602,28649602,Rnaseh1,.,+,0
chr12,28674545,28676458,3649,28673207,28675207,Adi1,.,+,0
chr12,28749364,28752929,3650,28749828,28751828,Tssc1,.,+,0
chr12,28901284,28903517,3651,28750394,28752394,Ttc15,.,-,148891
chr12,29290233,29291771,3652,29526384,29528384,Myt1l,.,+,234614
chr12,30583651,30586068,3653,30582443,30584443,Tmem18,.,+,0
chr12,30853836,30856654,3654,30882324,30884324,Fam150b,.,+,25671
chr12,30910057,30913777,3655,30909669,30911669,Sh3yl1,.,+,0
chr12,30932453,30934331,3656,30911612,30913612,Acp1,.,-,18842
chr12,30941999,30944968,3657,30911612,30913612,Acp1,.,-,28388
chr12,31073273,31077580,3658,31071968,31073968,Fam110c,.,+,0
chr12,31349640,31352275,3659,31351437,31353437,Dld,.,-,0
chr12,31376013,31380549,3660,31351437,31353437,Dld,.,-,22577
chr12,31420436,31422894,3661,31436301,31438301,Slc26a3,.,+,13408
chr12,31436791,31437933,3662,31436301,31438301,Slc26a3,.,+,0
chr12,31438038,31440220,3663,31436301,31438301,Slc26a3,.,+,0
chr12,31460736,31463440,3664,31436301,31438301,Slc26a3,.,+,22436
chr12,31498057,31500962,3665,31499616,31501616,Cbll1,.,-,0
chr12,31511851,31514438,3666,31499616,31501616,Cbll1,.,-,10236
chr12,31537116,31538899,3667,31559969,31561969,Slc26a4,.,-,21071
chr12,31633782,31635501,3668,31634658,31636658,Bcap29,.,-,0
chr12,31653958,31656089,3669,31652869,31654869,Cog5,.,+,0
chr12,31674500,31676125,3670,31654826,31656826,Dus4l,.,-,17675
chr12,31712377,31714742,3671,31713926,31715926,Gpr22,.,-,0
chr12,31819287,31822731,3672,31713926,31715926,Gpr22,.,-,103362
chr12,31882252,31884586,3673,31950535,31952535,Hbp1,.,-,65950
chr12,31948095,31950386,3674,31950535,31952535,Hbp1,.,-,150
chr12,32016724,32019404,3675,32061279,32063279,Prkar2b,.,-,41876
chr12,32291518,32292850,3676,32208649,32210649,Pik3cg,.,-,80870
chr12,32297821,32300778,3677,32376789,32378789,2010109K11Rik,.,+,76012
chr12,32306056,32308892,3678,32376789,32378789,2010109K11Rik,.,+,67898
chr12,32341551,32345126,3679,32376789,32378789,2010109K11Rik,.,+,31664
chr12,32378318,32382913,3680,32376789,32378789,2010109K11Rik,.,+,0
chr12,32440758,32442891,3681,32376789,32378789,2010109K11Rik,.,+,61970
chr12,32459245,32462581,3682,32376789,32378789,2010109K11Rik,.,+,80457
chr12,32480714,32483467,3683,32376789,32378789,2010109K11Rik,.,+,101926
chr12,32634720,32635743,3684,32818335,32820335,Nampt,.,+,182593
chr12,32819160,32820262,3685,32818335,32820335,Nampt,.,+,0
chr12,32820297,32822249,3686,32818335,32820335,Nampt,.,+,0
chr12,32953432,32953840,3687,32951945,32953945,Sypl,.,+,0
chr12,32954047,32957215,3688,32953789,32955789,4933406C10Rik,.,-,0
chr12,33091059,33092965,3689,33092875,33094875,Cdhr3,.,-,0
chr12,33129409,33130405,3690,33145686,33147686,Atxn7l1,.,+,15282
chr12,33147416,33148794,3691,33145686,33147686,Atxn7l1,.,+,0
chr12,33301614,33303547,3692,33392854,33394854,Efcab10,.,+,89308
chr12,33313977,33318232,3693,33392854,33394854,Efcab10,.,+,74623
chr12,33429350,33430843,3694,33427624,33429624,Twistnb,.,+,0
chr12,35016304,35017100,3695,35045189,35047189,Snx13,.,+,28090
chr12,35038903,35039845,3696,35045189,35047189,Snx13,.,+,5345
chr12,35045682,35050249,3697,35045189,35047189,Snx13,.,+,0
chr12,35325477,35326134,3698,35534989,35536989,Ahr,.,-,208856
chr12,35531998,35535858,3699,35534989,35536989,Ahr,.,-,0
chr12,36007212,36009449,3700,35990925,35992925,Agr2,.,+,14288
chr12,36040911,36043281,3701,36042478,36044478,Tspan13,.,-,0
chr12,36132571,36135159,3702,36155124,36157124,Ankmy2,.,+,19966
chr12,36155328,36159085,3703,36155124,36157124,Ankmy2,.,+,0
chr12,36186040,36188229,3704,36156825,36158825,Bzw2,.,-,27216
chr12,36380820,36382796,3705,36379519,36381519,Ispd,.,+,0
chr12,36521906,36524466,3706,36379519,36381519,Ispd,.,+,140388
chr12,37238733,37244051,3707,37239639,37241639,Agmo,.,+,0
chr12,39721727,39722540,3708,40037987,40039987,Arl4a,.,-,315448
chr12,39933945,39937750,3709,40037987,40039987,Arl4a,.,-,100238
chr12,39949155,39954021,3710,40037987,40039987,Arl4a,.,-,83967
chr12,40015588,40018172,3711,40037987,40039987,Arl4a,.,-,19816
chr12,40022492,40024120,3712,40037987,40039987,Arl4a,.,-,13868
chr12,40034105,40038890,3713,40037987,40039987,Arl4a,.,-,0
chr12,40096441,40098425,3714,40134228,40136228,Scin,.,-,35804
chr12,40132526,40134486,3715,40134228,40136228,Scin,.,-,0
chr12,40139187,40141287,3716,40134228,40136228,Scin,.,-,2960
chr12,40218359,40225302,3717,40221364,40223364,Gm7008,.,+,0
chr12,40334129,40336250,3718,40444053,40446053,Dock4,.,+,107804
chr12,40444615,40447159,3719,40444053,40446053,Dock4,.,+,0
chr12,41023040,41025976,3720,41485751,41487751,Lrrn3,.,-,459776
chr12,41514952,41515279,3721,41485751,41487751,Lrrn3,.,-,27202
chr12,41851368,41852884,3722,41626764,41628764,Immp2l,.,+,222605
chr12,44063710,44064509,3723,44210068,44212068,Dnajb9,.,-,145560
chr12,44207892,44211362,3724,44210068,44212068,Dnajb9,.,-,0
chr12,44268135,44270857,3725,44267154,44269154,Pnpla8,.,+,0
chr12,44921091,44923779,3726,45074483,45076483,Stxbp6,.,-,150705
chr12,45073250,45076031,3727,45074483,45076483,Stxbp6,.,-,0
chr12,49242903,49243838,3728,49380883,49382883,Foxg1,.,+,137046
chr12,50119599,50121541,3729,50649223,50651223,Prkd1,.,-,527683
chr12,51347183,51350186,3730,51346230,51348230,G2e3,.,+,0
chr12,51376748,51378608,3731,51375580,51377580,Scfd1,.,+,0
chr12,51632172,51635089,3732,51591341,51593341,Coch,.,+,38832
chr12,51640396,51643520,3733,51688966,51690966,Ap4s1,.,+,45447
chr12,51689194,51695705,3734,51688966,51690966,Ap4s1,.,+,0
chr12,51827467,51831533,3735,51829536,51831536,Hectd1,.,-,0
chr12,51843566,51845943,3736,51829536,51831536,Hectd1,.,-,12031
chr12,51967668,51972265,3737,51971321,51973321,Heatr5a,.,-,0
chr12,51994945,51996889,3738,52006501,52008501,6530401N04Rik,.,-,9613
chr12,52005005,52007286,3739,52006501,52008501,6530401N04Rik,.,-,0
chr12,52375877,52378881,3740,52514077,52516077,Arhgap5,.,+,135197
chr12,52431122,52435094,3741,52514077,52516077,Arhgap5,.,+,78984
chr12,52445391,52447657,3742,52514077,52516077,Arhgap5,.,+,66421
chr12,52496798,52498780,3743,52514077,52516077,Arhgap5,.,+,15298
chr12,52502441,52503617,3744,52514077,52516077,Arhgap5,.,+,10461
chr12,52503774,52507492,3745,52514077,52516077,Arhgap5,.,+,6586
chr12,52553658,52557059,3746,52514077,52516077,Arhgap5,.,+,37582
chr12,52593979,52597516,3747,52602322,52604322,1700031P21Rik,.,-,4807
chr12,52599020,52605518,3748,52602322,52604322,1700031P21Rik,.,-,0
chr12,52615077,52617209,3749,52602322,52604322,1700031P21Rik,.,-,10756
chr12,52700869,52703462,3750,52697383,52699383,Akap6,.,+,1487
chr12,54161243,54163936,3751,54203874,54205874,Egln3,.,-,39939
chr12,54191703,54192910,3752,54203874,54205874,Egln3,.,-,10965
chr12,54202650,54203939,3753,54203874,54205874,Egln3,.,-,0
chr12,54212599,54215394,3754,54203874,54205874,Egln3,.,-,6726
chr12,54311768,54315048,3755,54391318,54393318,Gm7550,.,-,76271
chr12,54353267,54356117,3756,54391318,54393318,Gm7550,.,-,35202
chr12,54361383,54364183,3757,54391318,54393318,Gm7550,.,-,27136
chr12,54374195,54375039,3758,54391318,54393318,Gm7550,.,-,16280
chr12,54376540,54377852,3759,54391318,54393318,Gm7550,.,-,13467
chr12,54458803,54459741,3760,54391318,54393318,Gm7550,.,-,65486
chr12,54459797,54461308,3761,54391318,54393318,Gm7550,.,-,66480
chr12,54486097,54490154,3762,54391318,54393318,Gm7550,.,-,92780
chr12,54567617,54570660,3763,54646012,54648012,Mir1892,.,-,75353
chr12,54574898,54577983,3764,54646012,54648012,Mir1892,.,-,68030
chr12,54602494,54605846,3765,54646012,54648012,Mir1892,.,-,40167
chr12,54608356,54609297,3766,54646012,54648012,Mir1892,.,-,36716
chr12,54620447,54623383,3767,54646012,54648012,Mir1892,.,-,22630
chr12,54640424,54641541,3768,54646012,54648012,Mir1892,.,-,4472
chr12,54652640,54656695,3769,54656572,54658572,1110002B05Rik,.,-,0
chr12,54694711,54697086,3770,54695865,54697865,Eapp,.,-,0
chr12,54709252,54711445,3771,54695865,54697865,Eapp,.,-,11388
chr12,54713352,54715077,3772,54695865,54697865,Eapp,.,-,15488
chr12,54718493,54720084,3773,54695865,54697865,Eapp,.,-,20629
chr12,54729036,54730826,3774,54695865,54697865,Eapp,.,-,31172
chr12,54734034,54735540,3775,54695865,54697865,Eapp,.,-,36170
chr12,54737912,54739533,3776,54695865,54697865,Eapp,.,-,40048
chr12,54783047,54785291,3777,54795662,54797662,Snx6,.,-,10372
chr12,54794182,54796472,3778,54795662,54797662,Snx6,.,-,0
chr12,54861318,54863536,3779,54862877,54864877,Cfl2,.,-,0
chr12,54984337,54987179,3780,54986336,54988336,Baz1a,.,-,0
chr12,55077231,55081983,3781,55078496,55080496,Srp54a,.,+,0
chr12,55123656,55125510,3782,55122528,55124528,1700047I17Rik2,.,+,0
chr12,55154105,55157732,3783,55153104,55155104,Srp54b,.,+,0
chr12,55199014,55200570,3784,55228478,55230478,Srp54c,.,+,27909
chr12,55228953,55232546,3785,55228478,55230478,Srp54c,.,+,0
chr12,55301579,55304137,3786,55300637,55302637,1110008L16Rik,.,+,0
chr12,55376495,55377513,3787,55368695,55370695,Mir1198,.,+,5801
chr12,55397162,55400719,3788,55396825,55398825,Psma6,.,+,0
chr12,55436364,55439690,3789,55396825,55398825,Psma6,.,+,37540
chr12,55458807,55460855,3790,55492647,55494647,Nfkbia,.,-,31793
chr12,55462799,55466598,3791,55492647,55494647,Nfkbia,.,-,26050
chr12,55470341,55475904,3792,55492647,55494647,Nfkbia,.,-,16744
chr12,55479550,55481760,3793,55492647,55494647,Nfkbia,.,-,10888
chr12,55490467,55491990,3794,55492647,55494647,Nfkbia,.,-,658
chr12,55492000,55493631,3795,55492647,55494647,Nfkbia,.,-,0
chr12,55559476,55561254,3796,55563135,55565135,Aldoart2,.,+,1882
chr12,55819830,55821800,3797,55821167,55823167,Ralgapa1,.,-,0
chr12,55835992,55837631,3798,55834366,55836366,Brms1l,.,+,0
chr12,56344531,56346470,3799,56345894,56347894,Mbip,.,-,0
chr12,57229841,57231476,3800,57228412,57230412,Prps1l3,.,+,0
chr12,57537881,57540153,3801,57546121,57548121,Foxa1,.,-,5969
chr12,57540437,57546843,3802,57546121,57548121,Foxa1,.,-,0
chr12,59009064,59014343,3803,59011393,59013393,Sip1,.,+,0
chr12,59039452,59040954,3804,59061461,59063461,Trappc6b,.,-,20508
chr12,59060175,59062124,3805,59061461,59063461,Trappc6b,.,-,0
chr12,59065815,59068568,3806,59064919,59066919,Pnn,.,+,0
chr12,59075330,59079576,3807,59064919,59066919,Pnn,.,+,8412
chr12,59093364,59097766,3808,59093800,59095800,Mia2,.,+,0
chr12,59104339,59107709,3809,59093800,59095800,Mia2,.,+,8540
chr12,59128809,59133021,3810,59127746,59129746,Ctage5,.,+,0
chr12,59206682,59210188,3811,59219483,59221483,Fbxo33,.,-,9296
chr12,59216219,59220941,3812,59219483,59221483,Fbxo33,.,-,0
chr12,62298395,62298892,3813,61522632,61524632,Lrfn5,.,+,773764
chr12,64917137,64918802,3814,64915911,64917911,Gm527,.,+,0
chr12,64964434,64967293,3815,64963742,64965742,Fam179b,.,+,0
chr12,65035742,65037862,3816,65034334,65036334,Prpf39,.,+,0
chr12,65072898,65076584,3817,65073606,65075606,Fancm,.,+,0
chr12,65171027,65173663,3818,65172580,65174580,Mis18bp1,.,-,0
chr12,66529507,66530349,3819,66284401,66286401,Rpl10l,.,-,243107
chr12,67058743,67060241,3820,67222549,67224549,Mdga2,.,-,162309
chr12,69157708,69160050,3821,69159186,69161186,Rps29,.,-,0
chr12,69167830,69169550,3822,69166814,69168814,Lrr1,.,+,0
chr12,69182906,69188368,3823,69182158,69184158,Mgat2,.,+,0
chr12,69196140,69198684,3824,69195211,69197211,9330151L19Rik,.,+,0
chr12,69204599,69205357,3825,69198429,69200429,1110034A24Rik,.,-,4171
chr12,69227409,69228342,3826,69228190,69230190,Pole2,.,-,0
chr12,69296114,69298038,3827,69294681,69296681,Klhdc2,.,+,0
chr12,69356114,69358648,3828,69357176,69359176,Nemf,.,-,0
chr12,69360636,69363218,3829,69357176,69359176,Nemf,.,-,1461
chr12,69370272,69376395,3830,69370150,69372150,Arf6,.,+,0
chr12,69413199,69417239,3831,69370150,69372150,Arf6,.,+,41050
chr12,69441856,69442546,3832,69475550,69477550,5830428M24Rik,.,-,33005
chr12,69447148,69449499,3833,69475550,69477550,5830428M24Rik,.,-,26052
chr12,69460963,69463262,3834,69475550,69477550,5830428M24Rik,.,-,12289
chr12,69513369,69517840,3835,69475550,69477550,5830428M24Rik,.,-,35820
chr12,69536634,69539358,3836,69583028,69585028,Mettl21d,.,-,43671
chr12,69555670,69557269,3837,69583028,69585028,Mettl21d,.,-,25760
chr12,69572608,69576039,3838,69583028,69585028,Mettl21d,.,-,6990
chr12,69581686,69584222,3839,69583028,69585028,Mettl21d,.,-,0
chr12,69616760,69620599,3840,69583028,69585028,Mettl21d,.,-,31733
chr12,69653642,69654640,3841,69681852,69683852,Sos2,.,-,27213
chr12,69679044,69684293,3842,69681852,69683852,Sos2,.,-,0
chr12,69688112,69689804,3843,69681852,69683852,Sos2,.,-,4261
chr12,69704252,69706227,3844,69722962,69724962,Atp5s,.,+,16736
chr12,69712119,69717102,3845,69722962,69724962,Atp5s,.,+,5861
chr12,69722447,69726284,3846,69722962,69724962,Atp5s,.,+,0
chr12,69776513,69778827,3847,69788344,69790344,4930512B01Rik,.,+,9518
chr12,69863098,69864949,3848,69841686,69843686,4931403G20Rik,.,+,19413
chr12,69891624,69893246,3849,69891105,69893105,Atl1,.,+,0
chr12,69984923,69987890,3850,69987002,69989002,Sav1,.,-,0
chr12,70110513,70112218,3851,70111925,70113925,Nin,.,-,0
chr12,70452521,70454112,3852,70451154,70453154,Tmx1,.,+,0
chr12,70824490,70826806,3853,70823514,70825514,Frmd6,.,+,0
chr12,70937180,70939229,3854,70935857,70937857,Actr10,.,+,0
chr12,70967536,70970566,3855,70972623,70974623,Psma3,.,+,2058
chr12,70974020,70976875,3856,70972623,70974623,Psma3,.,+,0
chr12,71013620,71017974,3857,71013967,71015967,Arid4a,.,+,0
chr12,71135553,71138288,3858,71134848,71136848,2700049A03Rik,.,+,0
chr12,71830032,71833136,3859,71829078,71831078,Daam1,.,+,0
chr12,71874414,71877813,3860,71829078,71831078,Daam1,.,+,43337
chr12,71902568,71905936,3861,71829078,71831078,Daam1,.,+,71491
chr12,71931839,71935149,3862,71829078,71831078,Daam1,.,+,100762
chr12,72085631,72087438,3863,72083839,72085839,Jkamp,.,+,0
chr12,72663754,72665581,3864,72664828,72666828,Dhrs7,.,-,0
chr12,72759641,72764741,3865,72759211,72761211,Ppm1a,.,+,0
chr12,72767368,72769244,3866,72759211,72761211,Ppm1a,.,+,6158
chr12,72843401,72845054,3867,72917765,72919765,4930447C04Rik,.,-,72712
chr12,73123361,73124910,3868,73121717,73123717,Mnat1,.,+,0
chr12,73285684,73288089,3869,73284848,73286848,Slc38a6,.,+,0
chr12,73528327,73530605,3870,73546395,73548395,Tmem30b,.,-,15791
chr12,73543250,73546562,3871,73546395,73548395,Tmem30b,.,-,0
chr12,73550484,73551406,3872,73546483,73548483,2210039B01Rik,.,+,2002
chr12,73778290,73782286,3873,73905867,73907867,Hif1a,.,+,123582
chr12,73835507,73837417,3874,73905867,73907867,Hif1a,.,+,68451
chr12,73841811,73842739,3875,73905867,73907867,Hif1a,.,+,63129
chr12,73906743,73909790,3876,73905867,73907867,Hif1a,.,+,0
chr12,73963693,73965958,3877,73962530,73964530,Snapc1,.,+,0
chr12,74803510,74804691,3878,75177332,75179332,Kcnh5,.,-,372642
chr12,75594299,75597315,3879,75596200,75598200,Ppp2r5e,.,-,0
chr12,75669651,75672125,3880,75669537,75671537,Wdr89,.,-,0
chr12,75733275,75736531,3881,75735729,75737729,Sgpp1,.,-,0
chr12,75737790,75742001,3882,75735729,75737729,Sgpp1,.,-,62
chr12,75817227,75820416,3883,75816318,75818318,Syne2,.,+,0
chr12,75864842,75869096,3884,75907103,75909103,Mir5101,.,+,38008
chr12,75996341,75999578,3885,75907103,75909103,Mir5101,.,+,87239
chr12,76014126,76016883,3886,75907103,75909103,Mir5101,.,+,105024
chr12,76080014,76083002,3887,76177259,76179259,Esr2,.,-,94258
chr12,76254338,76257015,3888,76253232,76255232,Mthfd1,.,+,0
chr12,76368443,76372689,3889,76368266,76370266,Zbtb1,.,+,0
